signal_id,app_id,review_text,review_score,review_date,helpful_count
pm_app1_review_4457,1,It doesn't accept my PO box billing address after the update.,1,2021-12-28,0
pm_app1_review_4458,1,I've been downloading this app for almost 90 minutes. Taking waaaaay too long.,1,2020-11-05,0
pm_app1_review_4459,1,Registration failed. Couldn't change the country code.,1,2020-09-14,0
pm_app1_review_4460,1,The dollar value in my country is super low then what it is when i go to western union bank in person and lately I can't even fin my country on it.,1,2021-02-15,0
pm_app1_review_4461,1,"Poor service. When I made a transfert, they charge me but the recipient receives the money after 5 days.",1,2024-11-23,0
pm_app1_review_4462,1,"That ""Add a greeting"" seems to be a dead end. I couldn't get out of it. Now I'm not sure if the funds were sent! >:^(",1,2021-07-23,4
pm_app1_review_4463,1,Slow as pond water in winter more trouble than it's worth,1,2024-10-30,0
pm_app1_review_4464,1,"My mom sent me a Western Union money order for my birthday. Good luck trying to get a Western Union money order cashed ANYWHERE. EVEN THE WESTERN UNION AGENTS WILL NOT CASH A WESTERN UNION MONEY ORDER. I've been to 7 different Western Union locations in my area and they won't even cash their own money orders. I'm left with a worthless $100 bookmark, burnt up 4 hours, and a half tank of gas. What's the point of a money order if it's uncashable? No more WU for me & my Mom.",1,2024-09-07,0
pm_app1_review_4465,1,Never got the mctn # Did not like app.,1,2024-12-27,0
pm_app1_review_4466,1,"I tried to send money by using my Credit Card, Debit Card and Bank Account guess what. All failed.",1,2019-06-13,2
pm_app1_review_4467,1,"My husband send money to my cousin for my brother's funeral in Guam and he still not reserved it and today in United is Thursday but in Guam is going to be Friday morning and the is when funeral happen but still no money 😢 💔 😔 😞 .Someone help i don't know if this all ways happen or what. I call like 4 time's to customers service they saying the same thing over and over,their still verifying. I was told the when you send money at western union the very same day you family received it but no",1,2021-06-03,0
pm_app1_review_4468,1,I tried 3 times and still can't send money when I really needed to get it sent,1,2019-01-29,1
pm_app1_review_4469,1,Experiencing techinical problems since yesterday when is this heating fixed,1,2021-12-08,0
pm_app1_review_4470,1,I do not recommend this app what's your name is not worth it to use anymore and I will not give you five stars you get zero stars and a bad review that's all you're getting I will never make an account with you guys again even again 😠😠😠👎👎👎👎,1,2022-08-20,0
pm_app1_review_4471,1,"They are charging Credit Card Transaction Fee for Debit Card Transactions.....Shame on you!!! UPDATE: MY BANK DOES NOT CHARGE A FEE DONE FROM A DEBIT CARD, YOU ARE THE ONES CHARGING!",1,2020-07-15,1
pm_app1_review_4472,1,Very slow loading and wouldn't scan my card.,1,2021-07-07,2
pm_app1_review_4473,1,Western union is the stupidest way to send money! There's ALWAYS a problem they try and keep your money and don't give it to your recipient,1,2021-07-22,0
pm_app1_review_4474,1,Refunded less amount deducted same day. I am fed up with this app.,1,2022-07-29,0
pm_app1_review_4475,1,It uses to be good but now just a trash. There r better options. They dont even have the knowledge to respond questions,1,2021-05-17,1
pm_app1_review_4476,1,"The app constantly crashes now, out of nowhere",1,2023-10-22,1
pm_app1_review_4477,1,Can't log in I keep trying different Emails creats it but won't login:(,1,2020-09-10,0
pm_app1_review_4478,1,This app SUCKS ASSSSSSSS!!! Can't Do Not a Single Thing!! Go to the Store and do what you need to do because this app is Effin USELESS!!!,1,2022-06-25,0
pm_app1_review_4479,1,This app is stupid. I live in Korea. Why the bloody hell does it put US as my location!? How the f*** do I change this?,1,2020-03-30,0
pm_app1_review_4480,1,Just updated and now it doesn't work at all. Your app sucks.,1,2021-03-09,36
pm_app1_review_4481,1,Gets stuck lot of times and just shows spinner,1,2020-06-25,0
pm_app1_review_4482,1,"Poor functionality, app is unreliable.",1,2022-10-27,0
pm_app1_review_4483,1,Always denying my transfer and would ask me to go to a local office. Why would I do that when I have the app?,1,2020-08-10,0
pm_app1_review_4484,1,Had to delete the app try to opened it and didn't work,1,2020-05-13,0
pm_app1_review_4485,1,Not updated fast enough to current dollar price,1,2024-04-22,0
pm_app1_review_4486,1,The app isn't working lately. It's very annoying.,1,2024-10-23,0
pm_app1_review_4487,1,Lost $100 twice and the app is frequently having glitches,1,2023-10-03,0
pm_app1_review_4488,1,Having problems making contacts with WU. Wish there was another service; I would drop WU in a heart beat.,1,2021-12-15,0
pm_app1_review_4489,1,Very slow-timed me out 3 times waiting for it to process my information entered,1,2021-12-09,0
pm_app1_review_4490,1,"These guys will ban you if you say you are sending money to help out with things they dont seem are necessary. Their call center people seem to enjoy the power they wield. Trying to help out family during the lockdown and they banned. I even begged them at one point. Overpriced, power tripping people work here. Use alternatives.",1,2021-01-28,0
pm_app1_review_4491,1,Kept locking up and customer service wouldn't help to fix it SMH,1,2018-10-21,0
pm_app1_review_4492,1,I trying to do the update and the app just sends me to the app store,1,2020-11-08,0
pm_app1_review_4493,1,Necesito borrar your app from my phone. Does not work to me.,1,2022-02-28,1
pm_app1_review_4494,1,"THIS APP IS GIVING ME A FREAKING HEADACHE,I supposed to activate my card ,But, NOTHING HAPPENED!!!",1,2024-06-28,0
pm_app1_review_4495,1,Freezes up. Hard to navigate.,1,2022-06-04,0
pm_app1_review_4496,1,Customer service is horrible.Moneygram is a better option with higher payouts.,1,2022-10-10,1
pm_app1_review_4497,1,Why is this app crashing all of a sudden? I can't do anything with it.,1,2021-05-03,1
pm_app1_review_4498,1,International transfers that used to take minutes now take 7 days. Really?,1,2022-04-23,0
pm_app1_review_4499,1,I tried to add my bank account so many times.. it was not working..,1,2024-11-18,0
pm_app1_review_4500,1,This app always has a lag issue. So inconvenient,1,2019-09-07,3
pm_app1_review_4501,1,"Unable to upload ID, unable verify email address",1,2022-09-14,0
pm_app1_review_4502,1,Keeps stating there's an error when I open up the app,1,2020-10-06,0
pm_app1_review_4503,1,It keeps not wanting to go through past after I open button .....!!,1,2020-09-08,0
pm_app1_review_4504,1,Conversation rates are robbery might as well use paypal exchange is 1.35 you get 1.21 for a pickup paypal gives you 1.29,1,2024-04-02,1
pm_app1_review_4505,1,From a small town where we don't have options. The app won't let you receive money 😞,1,2024-03-20,1
pm_app1_review_4506,1,They have stolen money from me on 3 separate occasions. I will never use this service again. They are criminals.,1,2021-01-19,0
pm_app1_review_4507,1,Transferring fee very high first show different amount after finish transaction you will see different amount,1,2020-11-20,0
pm_app1_review_4508,1,1 star because I didnt download yet. Just have a question. Are prepaid cards like 'netspend' supported in this app?,1,2019-05-30,0
pm_app1_review_4509,1,"I cant find how to pick up money from this app , am thinking it doesn't work that way only send smt",1,2018-09-19,0
pm_app1_review_4510,1,No customer support if any issue arise. Just horrible experience.,1,2020-09-30,0
pm_app1_review_4511,1,24/7 ●Track a Western Union international money transfers real-time ●Repeat transfers using quick resend ●View live currency exchange rates for global currencies ●Pay bills in the US and internationally to Mexico ●Find thousands of agent locations internationally for speedy cash pickup ●S24/7 ●Track a Western Union international money transfers real-time ●Repeat transfers using quick resend ●View live currency exchange rates for global currencies ●Pay bills in the US and internationally to Mexic,1,2023-09-27,0
pm_app1_review_4512,1,Horrible experience. Western Union owns me money and ask for my bank statement. Instead western union should provide PROOF that they deposit the money. The supervisor is nasty and not.personal. All western union staff are over seas. Bad service and they keep my.money. Shame on this company.,1,2021-09-24,1
pm_app1_review_4513,1,"App said needed to update so I did, now 'application error' code, not working...",1,2020-06-08,2
pm_app1_review_4514,1,Makes redeeming points extremely hard and difficult,1,2020-07-09,0
pm_app1_review_4515,1,Its not working just a page with errors appear,1,2021-06-13,2
pm_app1_review_4516,1,"Western union will trick you into believing they are sending USD, however the payout is in a different currency in the country being sent at the lowest rate. Do not use western union. Use money gram instead. Cheaper and honest",1,2021-05-04,0
pm_app1_review_4517,1,"The worst customer service I have ever seen....I used their service today for the first time to send money to my immediate bro in UAE and the money was put on hold while my bro was in the bank to get it, I then called and I was told they put it on hold due to fraud and they will need to asked some questions to ascertain the genuineness of the fund which I appreciated but then the rep started asking questions rudely even threatening me to corporate else they won't release nor refund my money.",1,2021-08-19,2
pm_app1_review_4518,1,Didn't honor my WU award although my points were taken; still paid full fee.,1,2020-03-27,0
pm_app1_review_4519,1,"After I made a $1,000 transfer I get a call a week later from an Indian sounding guy who by the way sound like the reviewer I talked to. He claimed to be a federal Marshal and wanted to know why I sent the money. I told him it's none of his business but he knew my name the exact amount and the name of the person I sent the money to. I told the guy I'm going to call the police and find out what this is all about. Mr Federal Marshall hungup .And I Canceled my account. WU HAS SCAMMERS INSIDE",1,2022-07-13,1
pm_app1_review_4520,1,"Why is it more expensive to use the app, it's cheaper to send money from the store. So what's the incentive for using this app?",1,2021-05-30,0
pm_app1_review_4521,1,Horrible! Ridiculously difficult to use and don't even THINK about trying to get gelp for this app NOR your account. Thumbs down!!! Terrible!,1,2021-04-02,0
pm_app1_review_4522,1,"I was used this is app, was it is great work! But about in a month some thing happened I don't know what is wrong?",1,2020-07-03,0
pm_app1_review_4523,1,Gives credit card funding as an option without disclosing that the charge will be a cash advance. Deceptive!!!,1,2022-03-03,0
pm_app1_review_4524,1,they blocked me and I never got a reason why. just went to Moneygram.,1,2019-03-04,0
pm_app1_review_4525,1,Wont update my delivery method to transfer money into my bank account no matter how many times i uninstall and try it again...,1,2020-10-04,1
pm_app1_review_4526,1,It cost me an extra $75 to make my mortgage payment. That's ridiculous!,1,2024-04-11,1
pm_app1_review_4527,1,"very strict rules, expensive, cant wire to accounts, works",1,2021-02-07,0
pm_app1_review_4528,1,this app is super slow an why surname an first given?? it should be more esy if you just ask for a name an Last name.,1,2022-12-20,0
pm_app1_review_4529,1,"App has advertising, even though your paying to use the app when Making a transactions.",1,2024-01-29,0
pm_app1_review_4530,1,Difficult to figure out and no help provided.,1,2022-04-13,0
pm_app1_review_4531,1,"Everytime i try to send money the app has ""technical issues""",1,2019-01-26,0
pm_app1_review_4532,1,must update app before I use .. Unable to update app.,1,2020-09-12,0
pm_app1_review_4533,1,It tells me i need to update but can't even do it. I just downloaded it. Help,1,2021-05-03,0
pm_app1_review_4534,1,Sorry my english but i send 100 dollar and the money disappear no one's help me and i call for scam and they put me in hold and gang the phonecall but is ok i will use a different company the give me great help please be more responsible with the people bye ...muy mala app y servicio..,1,2020-07-18,0
pm_app1_review_4535,1,"Fix your POS ad riddled, crashing trash app and website.",1,2023-09-23,2
pm_app1_review_4536,1,their customers service is the worst customer service. multiple people hung up on my call in like 20 min. horrible,1,2019-03-12,2
pm_app1_review_4537,1,"locked my account without explanation. would not respond to emails inquiring why. unable to use, switching to Remity. Go to hell western union.",1,2019-02-12,3
pm_app1_review_4538,1,"You people keep stealing my money all the time,i send money to a mobile wallet you refuse to send it from my debit card then charge me a dollar for a transaction that did not go through,I NEED MY MONEY BACK,THIS ISNT THE FIRST TIME YOU GUYS HAVE DONE THIS,",1,2023-06-05,0
pm_app1_review_4539,1,"It doesn't work, on, my, phone,,,,,,,and I want to know why I have to give star's for review, how'd you like someone to force you to give star's?,.,,,,",1,2020-11-03,0
pm_app1_review_4540,1,The money transfer fees is over charge.otherwise it's good app..,1,2020-12-27,5
pm_app1_review_4541,1,"My transaction was declined due WUstated I was being scammed..my family is over there and due to leave in four months,I'm providing since my husband has used up the expenses..now they're stated that my husband is a scammer,really",1,2021-05-20,0
pm_app1_review_4542,1,"Nice App, but Im told that they take more money out than expected in Peru... plus they will not give US dollars, only Soles...",1,2019-11-20,0
pm_app1_review_4543,1,"Less rate than expected and high transfer cost, worst money transfer site ever...",1,2018-09-22,0
pm_app1_review_4544,1,Pay fee when I send the money and the receiver pay a fee too in local currency!,1,2022-01-20,0
pm_app1_review_4545,1,WHATS WRONG WITH THIS APP? SHOWING RECEIVERS ON MY LIST I DONT EVEN KNOW OR RECOGNIZE!!.,1,2019-07-12,0
pm_app1_review_4546,1,My cousin went to pick up in (2) two locations in laguna hills said the store are closed. He wasn't happy and I am not happy too,1,2022-06-16,0
pm_app1_review_4547,1,Could use po box which is my billing address tried as both 1st and second address,1,2023-03-14,0
pm_app1_review_4548,1,"Won't let me send money anymore. First it says my address is wrong, then it tells me i can't send money unless I go to a physical location...",1,2022-04-27,0
pm_app1_review_4549,1,Customer service is too quick to hang up!,1,2021-05-01,1
pm_app1_review_4550,1,I have updated my Western Union app 6 times and my app still won't open,1,2020-03-10,0
pm_app1_review_4551,1,I have not been able to connect. The app does not work.,1,2021-01-03,0
pm_app1_review_4552,1,No option to edit sent transactions and refund takes more than a week,1,2021-05-24,1
pm_app1_review_4553,1,why does it 9000 try's before it does not state its having a technical difficulty,1,2019-08-16,0
pm_app1_review_4554,1,"Just to let you know to western union business team, you have taken a silent move by increasing the fees from 0.99 to 1.99 which is going to cost you and you will loose existing customers trust as there are other orgs that are providing better forex rates and negligible fees. So I would advise your team to watch out the current market and learn on this type steps could cost you a Fortune with biggest nightmare. There are many such startup orgs who got shutdown due to such bad greedy decisions.",1,2024-08-27,0
pm_app1_review_4555,1,FIX THE BROKEN APP!,1,2024-11-18,0
pm_app1_review_4556,1,l wanted to change the sender name and wasn't able to do it,1,2024-02-28,0
pm_app1_review_4557,1,Its Its AWFUL!!!!! Sending money online feels like taking a walk with a snail..... It takes forever!!!!!! Shame on you....FIX YOUR WEBSITE........,1,2019-08-04,0
pm_app1_review_4558,1,Really bad app.. slow frozen etc.....,1,2024-11-27,0
pm_app1_review_4559,1,"The fees to send money is insane, I've started sending money through PayPal for FREE",1,2024-12-18,0
pm_app1_review_4560,1,This is an absolute disgrace I grew up when you could call Western Union with your name and the 10-digit number they gave you as verification.,1,2025-01-02,0
pm_app1_review_4561,1,Always crashes 75% of the time,1,2020-11-05,0
pm_app1_review_4562,1,Uninstalled. Took up too much storage space on phone,1,2020-05-24,0
pm_app1_review_4563,1,Garbage..... glitchy doesn't load errors awful app.,1,2021-06-21,0
pm_app1_review_4564,1,"App will not open, have reinstalled it several times",1,2023-09-19,1
pm_app1_review_4565,1,Scam! Promised $20 Amazon Gift Card for referring people to Western Union who successfully sends $100 in transfers.,1,2024-04-12,0
pm_app1_review_4566,1,Customer service sucks i sent money to mexico today and they charge me doble! Now to get my money back it will take forever and they want us to fix it with our bank,1,2019-10-04,0
pm_app1_review_4567,1,Very bad customer service. Rewards not applied,1,2020-03-24,0
pm_app1_review_4568,1,Always have a problem using these people. Never works for me so I'm not gonna try anymore,1,2021-03-05,0
pm_app1_review_4569,1,I sent my daughter money and she cannot receive it because Western Union wants to know my birthplace and 50 other questions that my daughter has no idea what it is so now my daughter is starving for a whole another day because I'm going to have to take my money back from Western Union and do it a different way thanks a lot Western Union why even give a confirmation number if it does not work,1,2022-09-10,0
pm_app1_review_4570,1,They will close your account if you use it regularly. It's unfortunate there's no 0 star rating,1,2021-11-14,1
pm_app1_review_4571,1,"""Application error"" What does that even mean? It wouldn't load. Horrible.",1,2020-06-09,3
pm_app1_review_4572,1,Updated are huge and not easy to update.,1,2022-06-13,0
pm_app1_review_4573,1,This app is useless because this app remove country name from its list I usualy send money to.,1,2021-03-24,0
pm_app1_review_4574,1,This app sucks. They rejected my transfer to my gf of 7 months for no credible reason. Smfh never using them again.,1,2022-04-10,0
pm_app1_review_4575,1,fees far too high,1,2025-02-06,0
pm_app1_review_4576,1,Theres no way to redeem the points !!! Why can't redeem points? Worst app ever,1,2023-02-05,2
pm_app1_review_4577,1,Marginal service If you cancel a transaction the company takes several days to a week to return your Funds the company refuses to modify transaction instead western union demands cancelation of transaction As 9/24/21 The service and the app Keeps getting worse,1,2021-09-24,1
pm_app1_review_4578,1,Very slow timeouts then locks you. It sucks,1,2023-01-17,0
pm_app1_review_4579,1,"Its been 5 months and they couldn't resolve a missing transaction, wirst experience ever",1,2021-01-22,0
pm_app1_review_4580,1,Never changes my address to current one only goes to old address always,1,2023-10-20,0
pm_app1_review_4581,1,"""How did it go?"" Thus far it has not. Still waiting for my money code. It took my info. I did everything I was asked to. What I get is nothing.",1,2022-06-25,0
pm_app1_review_4582,1,"After the last update, I can't know how long the person who receives the money I sent must wait, it says an estimate of days but the last two times I sent, my family received the money days after the indicated days.",1,2023-09-22,0
pm_app1_review_4583,1,"Really bad no solutions, 1 store to send money, another store for refunds when problems arise",1,2022-11-11,1
pm_app1_review_4584,1,Having issues sending online with multiple users.,1,2021-01-17,0
pm_app1_review_4585,1,Sending cost is too expensive I use xoom and only charge me 5 dollars to send money.,1,2021-02-09,0
pm_app1_review_4586,1,Constantly crashes. Can't do anything.,1,2019-09-21,2
pm_app1_review_4587,1,Reminders do not work. I missed transaction days. Garbage.,1,2023-07-03,0
pm_app1_review_4588,1,"You have me blocked for some unknown reason and I cannot, therefore I will not use your services. And I will certainly not recommend you to others... if you would please get back to me and let me know what I can do to be able to send money at a Walmart through Western Union. I would be so pleased to know it. Thank you very much.",1,2024-06-23,0
pm_app1_review_4589,1,I show pay with credit card and the system change to debit card what means that my bank would charge with extra fees,1,2020-08-26,0
pm_app1_review_4590,1,Horrible app never works money gram is 10 times better. 😡,1,2020-09-30,0
pm_app1_review_4591,1,Sucks and everybody passes the buck and no real answers of why u can't send even with the help of a representative. You may as well be talking to yourself in a mirror. You can at least answer yourself. Wu sucks!,1,2021-02-14,0
pm_app1_review_4592,1,pool connection most time...nothing wrong with any other ads but this western union,1,2021-01-12,0
pm_app1_review_4593,1,everytime i try to add a new contact i get a technical problem (ps9999),1,2019-05-17,0
pm_app1_review_4594,1,Getting more expensive by the day. Will look elsewhere for service.,1,2020-12-14,0
pm_app1_review_4595,1,"Too slow and broken, always shows problem",1,2021-07-18,2
pm_app1_review_4596,1,"When I try to log in 5 seconds later it say ""you're timed out, try again later""..",1,2024-09-17,0
pm_app1_review_4597,1,I am unable to use my rewards.,1,2024-12-10,0
pm_app1_review_4598,1,The update is causing the app to hang.,1,2021-04-05,0
pm_app1_review_4599,1,My last 2 transactions didn't get pay to my receivers and delay and course affect my urgent family emergency. 2 days delays,1,2020-06-24,0
pm_app1_review_4600,1,App keep closing bug need to fix!!!,1,2023-09-25,2
pm_app1_review_4601,1,POS app standing here waiting and waiting can't even take my phone number can't believe this what a joke,1,2020-04-29,0
pm_app1_review_4602,1,Tried to use my points. They took them and mever applied to my account.,1,2020-05-03,0
pm_app1_review_4603,1,it keeps asking for the card's pin even though is right.,1,2019-06-23,0
pm_app1_review_4604,1,"It took sooo many attempts to finally work, as always",1,2019-12-15,0
pm_app1_review_4605,1,Very bad application false alarms and false application,1,2021-01-19,0
pm_app1_review_4606,1,I try western union and they send the money to different facility and I give the teller a written note this is the facility it going and still she send it to a different facility. When I called if I can receive back the money a guy says yes and tell me to go back to the location and tell them to call him I did go and explain to the teller she call speak to someone but not the person who send me .now she telling me that the guy says that not what he tells me. Really why they treat con,1,2024-09-04,0
pm_app1_review_4607,1,Not working cant get past the initial screen,1,2022-12-29,0
pm_app1_review_4608,1,can you tell why I can't take screenshots of the tracking number anymore to send to the recipient?,1,2019-07-01,0
pm_app1_review_4609,1,App freezes up when I get to identification part won't let me continue,1,2020-04-22,0
pm_app1_review_4610,1,"western union is suppose to be fast iv waited over a week on my money. everytime I call somebody tells me different,I'll never use this app again!!!!",1,2019-02-02,6
pm_app1_review_4611,1,"Horrible,only use it when I must and pay very littlevs competitors",1,2020-05-24,0
pm_app1_review_4612,1,"arduous, confusing, zero assistance when you get stuck, over an hour to send money to Jamaica. absolutely torturous.",1,2020-06-08,0
pm_app1_review_4613,1,It sucks they act like it's their money and can tell you they can not send the transfer.,1,2021-11-20,0
pm_app1_review_4614,1,"STAY AWAY!!! SENT MONEY WITH AN ACH.. FROM MY BANK ACCOUNT... THEY REFUSED TO GIVE THE MONEY TO MY LADY SAYING I USED A CREDIT CARD WHEN I DID NOT... I CANCELLED... THEY REFUND MY MONEY, BACK TO MY BANK ACCOUNT NOT A CREDIT CARD... BUT NOT MY FEE... THEY MAKE BILLIONS OFF OF THIS SHADY DEALING... SERIOUSLY... STAY AWAY FROM THIS SCAM",1,2022-02-14,1
pm_app1_review_4615,1,"Beyond ridiculous fees, to pay rent it would cost me over $150!!! Edit: Reply is unhelpful",1,2023-09-07,0
pm_app1_review_4616,1,"The app don't deserve any star because this app is socks, western union become rubbish with the services, the services providing are worthless",1,2022-09-23,0
pm_app1_review_4617,1,This is the slowest app on the market. It's so frustrating to use.,1,2021-04-03,1
pm_app1_review_4618,1,A terrible app. Takes forever to load. Frustrating,1,2022-04-15,0
pm_app1_review_4619,1,There is no way to correct a mis-spelled name and that I find RIDICULOUS!!!,1,2021-02-09,0
pm_app1_review_4620,1,Doesn't work correctly not sending money no tracking number nothing,1,2020-09-29,0
pm_app1_review_4621,1,Keeps crashing and wont even open..,1,2021-08-28,1
pm_app1_review_4622,1,Unable to process for faster pick up,1,2020-04-24,0
pm_app1_review_4623,1,Keeps aborting all the time when selecting the name of my receiver.,1,2019-10-27,3
pm_app1_review_4624,1,always have technical problems. can't send when I want to,1,2019-08-05,0
pm_app1_review_4625,1,The application have working error can't opened!!!,1,2020-05-10,0
pm_app1_review_4626,1,They refunded a transaction and wouldn't reply in chat when I asked for help.,1,2024-01-06,0
pm_app1_review_4627,1,Unable to use any discounts for transaction fees. Rip-off,1,2021-03-04,0
pm_app1_review_4628,1,You make it IMPOSSIBLE TO USE THIS APP -NEVER HAD SO MUCH TROUBLE WITH ANY APP BEFORE. WHAT HAPPENED TO WESTERN UNION? YOU USED TO WANT TO HAVE CUSTOMERS....,1,2022-01-07,0
pm_app1_review_4629,1,"this is for the ""people"" making the phones.. where do they find such unprofessional employees.. ya'll are the worst bunch of crooks on earth or anywhere in the universe, so despicable there aren't words to describe the nonsense going on at western union. unreal experience tonight. the games people play... worse than worthless and aggrevating",1,2021-05-04,0
pm_app1_review_4630,1,Worst experience on an app ever! Your application is a joke! And your customer service is an even bigger joke!!!,1,2024-10-24,0
pm_app1_review_4631,1,Doesn't work won't even open the app and i used it before,1,2020-06-07,0
pm_app1_review_4632,1,"Very horrible experience with WU !!! NO assistance even after 15 business days after raising a case, they just simply say they are reviewing your case all time when i call them for a resolution.",1,2020-01-13,0
pm_app1_review_4633,1,"Never able to redeem any points, application take me out every time Western union need to update its application",1,2020-10-29,1
pm_app1_review_4634,1,Can't use this app anymore they charged me $ 28 to send my sister $ 60 to high,1,2021-11-12,1
pm_app1_review_4635,1,I sent money to my sibling 2 days ago and still they havent received it because it says its under review..,1,2020-05-14,0
pm_app1_review_4636,1,Can't sign in app is worthless what good is an app that you can't sign in and use it?,1,2020-09-11,0
pm_app1_review_4637,1,Able to login through website but not through this app!,1,2020-06-15,0
pm_app1_review_4638,1,Does not pay the transfer fee when cancels the delayed.,1,2022-06-15,1
pm_app1_review_4639,1,Cero star this app is a garbage trash all the time i try to sen Money and the app not work Sero estrellas No sirve esta app es basura,1,2020-07-15,0
pm_app1_review_4640,1,Way too expensive. Uninstalling immediately.,1,2019-04-16,1
pm_app1_review_4641,1,A while back I tried sending my wife money in another country. A few minutes later I had some guy from western union calling me asking me if I knew the person I was sending money to. I said yes she is my wife and he proceeded to tell me that he didn't believe me and he didn't believe she was my wife and he returned my money to my card. He must have blocked me from sending money through western union because I can't go to a store and send money since that day. I'm told not allowed at this time,1,2023-06-03,1
pm_app1_review_4642,1,"Too slow, difficult to log on",1,2021-02-28,0
pm_app1_review_4643,1,Horrible app! Took 4 days for me to get my money.,1,2024-10-09,0
pm_app1_review_4644,1,Sent my payment twice because I needed to edit the middle name,1,2022-10-07,0
pm_app1_review_4645,1,I have never been able to send money with any Bank i have used.,1,2020-04-14,0
pm_app1_review_4646,1,Canceled my account after sending too much to people in need. Heartless.,1,2019-01-14,0
pm_app1_review_4647,1,"Worst app, if you try sending more than 3000$ it will be on hold for 1 week.",1,2020-12-23,0
pm_app1_review_4648,1,"Cannot tell which option to select, horrible app guidance",1,2022-02-07,0
pm_app1_review_4649,1,New update is horrible and unresponsive..,1,2024-06-11,0
pm_app1_review_4650,1,Think and dumb customer service in Philippines They took 3 times same transaction from my bank and not refunded for 3 weeks...pathetic and shady. This app also sucks,1,2020-04-29,0
pm_app1_review_4651,1,I've been using wu for over 12 years and im still waiting for days before my money gets delivered im going to switch to money gram and their rate is higher too,1,2023-08-07,0
pm_app1_review_4652,1,Takes too long for transfer to go through and i have sent money a couple of times but still have 0 western union points,1,2020-12-22,0
pm_app1_review_4653,1,"You guys are criminals, I see an exchange rate of $127 compared to my girlfriend seeing $145 whenever we send money to the same person in Jamaica using the app.",1,2021-03-12,2
pm_app1_review_4654,1,App is very unresponsive and buggy,1,2019-12-23,0
pm_app1_review_4655,1,Typing in this app and trying to copy and paste is atrocious.,1,2024-05-09,1
pm_app1_review_4656,1,Don't ask! I won't tell you. Oh all right After being a Loyal customer was told I can't do a money tranfer to a Friend! This was the 3rd in 4 months to the same person (a friend in need is a friend indeed!) well story SHORT WU you will NEVER see my face at your door again!!! Joseph B.,1,2020-08-27,0
pm_app1_review_4657,1,Bad company they block me for no reason use moneygram very recommended and this one is bad at all,1,2021-04-21,0
pm_app1_review_4658,1,Slow when it loads up. Freez all the time,1,2020-09-23,0
pm_app1_review_4659,1,"WARNING WARNING WARNING. DO NOT USE THIS APPLICATION. WESTERN UNION WILL NOT SEND YOUR TRANSFER FOR 96 HOURS, BUT THEY WILL TAKE THE MONEY FROM YOUR ACCOUNT. CUSTOMER SERVICE IS IN INDIA OR MALAYSIA IF YOU CAN GET THROUGH. YOU WILL BE ON HOLD FOR 2 HOURS AND THEN IT WILL DISCONNECT. IF YOU NEED MONEY IN MINUTES THIS NOT THE SERVICE. I MAILED THE MONEY AND IT MADE IT THERE BEFORE THE WIRE TRANSFER.",1,2020-08-11,0
pm_app1_review_4660,1,POS app and when you ask it for help you are provided 9 digit number.,1,2019-06-20,0
pm_app1_review_4661,1,Trying many times to download .. it gave me server error,1,2020-04-19,0
pm_app1_review_4662,1,Unable to send money for weeks. No one can resolve the issues nothing but the run around,1,2021-05-17,0
pm_app1_review_4663,1,very rude customer service when u need help to log in,1,2019-01-28,1
pm_app1_review_4664,1,"Slow, app crash all the time",1,2022-07-30,0
pm_app1_review_4665,1,They can't spell for nothing every time I sent money I always know I will be spending a hours trying to get them to spell something right the first time .,1,2020-05-20,0
pm_app1_review_4666,1,After 20 trys still cant use my wu points app does not work,1,2020-01-05,0
pm_app1_review_4667,1,It wont let me sign up. Keeps crashing.,1,2019-10-18,2
pm_app1_review_4668,1,Not reliable at all! Stay away from this app!!,1,2023-11-10,0
pm_app1_review_4669,1,Pick up cash error constantly pls fix error.,1,2023-06-24,0
pm_app1_review_4670,1,I can't be able to use this app in Nigeria cause cause the country listed there is only USA not available foe nige6.. Why,1,2020-05-05,0
pm_app1_review_4671,1,"Doesn't work with Not20 Ultra 5G I can log in from website, but with App told me wrong username or password 😑",1,2021-01-12,0
pm_app1_review_4672,1,"Huge file error, won't even open",1,2020-11-10,1
pm_app1_review_4673,1,I would seriously love to check my account and also check out what going with my email.,1,2023-04-13,0
pm_app1_review_4674,1,"- 🌟- 🌟negative 10 in 🌟's if I could rate Western Union that low. IDK what is going on with them. They told my niece I was banned, but they tell me nobody can be banned. I still over a month later, I'm still trying to receive money from my niece and this site treats me like I'm a business and will not do anything except for to send it.",1,2019-06-18,0
pm_app1_review_4675,1,I hate useless promos and offers introduced in the app.,1,2023-04-17,0
pm_app1_review_4676,1,"Western union sucks balls deep, aside that its expensive, they always cancel your transactions without informing you. XRP token or XLM token should replace these money senders.",1,2021-01-05,0
pm_app1_review_4677,1,Latest update sucks. Now I can't complete my transaction👎,1,2020-06-01,0
pm_app1_review_4678,1,Slow n crash all the time trash app,1,2020-12-18,0
pm_app1_review_4679,1,My experience was aweful too many questions I had try to call 800 number and people are so simple minded and took so long to help me over 1 hour which should have been min,1,2022-05-31,0
pm_app1_review_4680,1,This app needs lots of work. Not user friendly,1,2024-08-14,0
pm_app1_review_4681,1,Installed & Reinstalled only to show Error both times.,1,2020-12-21,0
pm_app1_review_4682,1,I hate this western union app. It's slow and it's hard to make edits.,1,2023-12-15,0
